,image-name,label,label-name,image-array
1439,811.jpg,13,bamboo-5,"[[[0.16470589 0.21960784 0.23137255]
  [0.17254902 0.22745098 0.23921569]
  [0.18431373 0.23921569 0.2509804 ]
  ...
  [0.15686275 0.1882353  0.2       ]
  [0.13725491 0.16862746 0.18039216]
  [0.1254902  0.15686275 0.16470589]]

 [[0.16078432 0.21568628 0.22745098]
  [0.17254902 0.22745098 0.23921569]
  [0.18431373 0.23921569 0.2509804 ]
  ...
  [0.1882353  0.21960784 0.23137255]
  [0.16862746 0.2        0.21176471]
  [0.15294118 0.19215687 0.2       ]]

 [[0.15686275 0.21176471 0.22352941]
  [0.16470589 0.21960784 0.23137255]
  [0.1764706  0.23137255 0.24313726]
  ...
  [0.22352941 0.25490198 0.26666668]
  [0.19607843 0.23529412 0.24313726]
  [0.18039216 0.21960784 0.22745098]]

 ...

 [[0.38431373 0.42352942 0.42745098]
  [0.39215687 0.43137255 0.43529412]
  [0.40784314 0.44705883 0.4509804 ]
  ...
  [0.19607843 0.22352941 0.25490198]
  [0.1764706  0.20392157 0.22745098]
  [0.16862746 0.19607843 0.21960784]]

 [[0.35686275 0.39607844 0.4       ]
  [0.3647059  0.40392157 0.40784314]
  [0.38039216 0.41960785 0.42352942]
  ...
  [0.18039216 0.20784314 0.23921569]
  [0.16078432 0.1882353  0.21960784]
  [0.15686275 0.18431373 0.20784314]]

 [[0.3372549  0.3764706  0.38039216]
  [0.34901962 0.3882353  0.39215687]
  [0.36078432 0.4        0.40392157]
  ...
  [0.16470589 0.19215687 0.22352941]
  [0.14901961 0.1764706  0.20784314]
  [0.14509805 0.17254902 0.20392157]]]"
1440,812.jpg,14,bamboo-6,"[[[0.17254902 0.20392157 0.21568628]
  [0.1882353  0.21960784 0.23137255]
  [0.20784314 0.23921569 0.2509804 ]
  ...
  [0.11372549 0.14117648 0.16470589]
  [0.10196079 0.12941177 0.15294118]
  [0.09411765 0.12156863 0.14509805]]

 [[0.16470589 0.20392157 0.21176471]
  [0.18039216 0.21176471 0.22352941]
  [0.2        0.23137255 0.24313726]
  ...
  [0.12941177 0.15686275 0.18039216]
  [0.11764706 0.14509805 0.16862746]
  [0.10588235 0.13333334 0.15686275]]

 [[0.16470589 0.20392157 0.21176471]
  [0.1764706  0.21568628 0.22352941]
  [0.19607843 0.22745098 0.23921569]
  ...
  [0.12941177 0.15686275 0.18039216]
  [0.11764706 0.14509805 0.16862746]
  [0.10588235 0.13333334 0.15686275]]

 ...

 [[0.47058824 0.4862745  0.52156866]
  [0.48235294 0.49803922 0.53333336]
  [0.49411765 0.50980395 0.54509807]
  ...
  [0.19215687 0.21960784 0.2509804 ]
  [0.2        0.22745098 0.25882354]
  [0.2        0.22745098 0.25882354]]

 [[0.44313726 0.45882353 0.49411765]
  [0.4509804  0.46666667 0.5019608 ]
  [0.4627451  0.47843137 0.5137255 ]
  ...
  [0.1764706  0.20392157 0.23529412]
  [0.18431373 0.21176471 0.24313726]
  [0.18431373 0.21176471 0.24313726]]

 [[0.42352942 0.4392157  0.4745098 ]
  [0.43137255 0.44705883 0.48235294]
  [0.44313726 0.45882353 0.49411765]
  ...
  [0.16470589 0.19215687 0.22352941]
  [0.17254902 0.2        0.23137255]
  [0.17254902 0.2        0.23137255]]]"
1441,813.jpg,15,bamboo-7,"[[[0.3137255  0.32941177 0.3647059 ]
  [0.31764707 0.33333334 0.36862746]
  [0.32156864 0.3372549  0.37254903]
  ...
  [0.18039216 0.21568628 0.27450982]
  [0.1882353  0.22352941 0.28235295]
  [0.19215687 0.22745098 0.28627452]]

 [[0.31764707 0.33333334 0.36862746]
  [0.32156864 0.3372549  0.37254903]
  [0.32941177 0.34509805 0.38039216]
  ...
  [0.1882353  0.22352941 0.28235295]
  [0.2        0.23529412 0.29411766]
  [0.20392157 0.23921569 0.29803923]]

 [[0.33333334 0.34901962 0.38431373]
  [0.3372549  0.3529412  0.3882353 ]
  [0.34117648 0.35686275 0.39215687]
  ...
  [0.20784314 0.24705882 0.29411766]
  [0.21568628 0.2509804  0.30980393]
  [0.21960784 0.25490198 0.3137255 ]]

 ...

 [[0.6117647  0.61960787 0.6666667 ]
  [0.6156863  0.62352943 0.67058825]
  [0.61960787 0.627451   0.6745098 ]
  ...
  [0.32941177 0.34509805 0.38039216]
  [0.34509805 0.36078432 0.39607844]
  [0.3529412  0.36862746 0.40392157]]

 [[0.5882353  0.59607846 0.6431373 ]
  [0.5921569  0.6        0.64705884]
  [0.59607846 0.6039216  0.6509804 ]
  ...
  [0.31764707 0.33333334 0.36862746]
  [0.33333334 0.34901962 0.38431373]
  [0.34117648 0.35686275 0.39215687]]

 [[0.5764706  0.58431375 0.6313726 ]
  [0.5803922  0.5882353  0.63529414]
  [0.58431375 0.5921569  0.6392157 ]
  ...
  [0.30588236 0.32156864 0.35686275]
  [0.32156864 0.3372549  0.37254903]
  [0.32941177 0.34509805 0.38039216]]]"
1442,814.jpg,16,bamboo-8,"[[[0.35686275 0.37254903 0.41568628]
  [0.35686275 0.37254903 0.41568628]
  [0.35686275 0.37254903 0.41568628]
  ...
  [0.32156864 0.34901962 0.3882353 ]
  [0.3254902  0.3529412  0.39215687]
  [0.3254902  0.3529412  0.39215687]]

 [[0.34901962 0.3647059  0.40784314]
  [0.34901962 0.3647059  0.40784314]
  [0.34901962 0.3647059  0.40784314]
  ...
  [0.31764707 0.34509805 0.38431373]
  [0.31764707 0.34509805 0.38431373]
  [0.31764707 0.34509805 0.38431373]]

 [[0.34117648 0.35686275 0.4       ]
  [0.3372549  0.3529412  0.39607844]
  [0.3372549  0.3529412  0.39607844]
  ...
  [0.3254902  0.3529412  0.39215687]
  [0.3254902  0.3529412  0.39215687]
  [0.3254902  0.3529412  0.39215687]]

 ...

 [[0.45882353 0.4862745  0.5568628 ]
  [0.46666667 0.49411765 0.5647059 ]
  [0.47843137 0.5058824  0.5686275 ]
  ...
  [0.19215687 0.20392157 0.23921569]
  [0.16470589 0.1764706  0.21176471]
  [0.15686275 0.16862746 0.20392157]]

 [[0.44705883 0.4745098  0.54509807]
  [0.45882353 0.4862745  0.5568628 ]
  [0.47058824 0.49803922 0.5686275 ]
  ...
  [0.17254902 0.18431373 0.21960784]
  [0.14509805 0.15686275 0.19215687]
  [0.13725491 0.14901961 0.18431373]]

 [[0.44313726 0.47058824 0.5411765 ]
  [0.4509804  0.47843137 0.54901963]
  [0.4627451  0.49019608 0.56078434]
  ...
  [0.16470589 0.1764706  0.21176471]
  [0.14117648 0.15294118 0.1882353 ]
  [0.13333334 0.14509805 0.18039216]]]"
1443,815.jpg,17,bamboo-9,"[[[0.39215687 0.40784314 0.45490196]
  [0.39215687 0.40784314 0.45490196]
  [0.39215687 0.40784314 0.45490196]
  ...
  [0.12941177 0.14117648 0.1764706 ]
  [0.12941177 0.14117648 0.1764706 ]
  [0.12941177 0.14117648 0.1764706 ]]

 [[0.3882353  0.40392157 0.4509804 ]
  [0.3882353  0.40392157 0.4509804 ]
  [0.3882353  0.40392157 0.4509804 ]
  ...
  [0.14901961 0.16078432 0.19607843]
  [0.14901961 0.16078432 0.19607843]
  [0.14901961 0.16078432 0.19607843]]

 [[0.3764706  0.4        0.44705883]
  [0.38039216 0.39607844 0.44313726]
  [0.3764706  0.39215687 0.4392157 ]
  ...
  [0.1764706  0.1882353  0.22352941]
  [0.1764706  0.1882353  0.22352941]
  [0.1764706  0.1882353  0.22352941]]

 ...

 [[0.67058825 0.7058824  0.7019608 ]
  [0.65882355 0.69411767 0.6901961 ]
  [0.64705884 0.68235296 0.6784314 ]
  ...
  [0.73333335 0.7490196  0.7607843 ]
  [0.7372549  0.7529412  0.7647059 ]
  [0.7372549  0.7529412  0.7647059 ]]

 [[0.6745098  0.70980394 0.7058824 ]
  [0.6666667  0.7019608  0.69803923]
  [0.6509804  0.6862745  0.68235296]
  ...
  [0.74509805 0.7607843  0.77254903]
  [0.74509805 0.7607843  0.77254903]
  [0.74509805 0.7607843  0.77254903]]

 [[0.6784314  0.7137255  0.70980394]
  [0.6666667  0.7019608  0.69803923]
  [0.654902   0.6901961  0.6862745 ]
  ...
  [0.7490196  0.7647059  0.7764706 ]
  [0.7490196  0.7647059  0.7764706 ]
  [0.7490196  0.7647059  0.7764706 ]]]"
1444,816.jpg,9,bamboo-1,"[[[0.89411765 0.8980392  0.90588236]
  [0.89411765 0.8980392  0.90588236]
  [0.89411765 0.8980392  0.90588236]
  ...
  [0.8666667  0.87058824 0.8784314 ]
  [0.87058824 0.8745098  0.88235295]
  [0.87058824 0.8745098  0.88235295]]

 [[0.8901961  0.89411765 0.9019608 ]
  [0.8901961  0.89411765 0.9019608 ]
  [0.8901961  0.89411765 0.9019608 ]
  ...
  [0.8666667  0.87058824 0.8784314 ]
  [0.87058824 0.8745098  0.88235295]
  [0.87058824 0.8745098  0.88235295]]

 [[0.88235295 0.8862745  0.89411765]
  [0.88235295 0.8862745  0.89411765]
  [0.88235295 0.8862745  0.89411765]
  ...
  [0.8666667  0.87058824 0.8784314 ]
  [0.87058824 0.8745098  0.88235295]
  [0.87058824 0.8745098  0.88235295]]

 ...

 [[0.3764706  0.40392157 0.44313726]
  [0.3882353  0.41568628 0.45490196]
  [0.4        0.42745098 0.46666667]
  ...
  [0.32941177 0.3882353  0.41568628]
  [0.30588236 0.3647059  0.39215687]
  [0.28627452 0.34509805 0.37254903]]

 [[0.3647059  0.39215687 0.43137255]
  [0.37254903 0.4        0.4392157 ]
  [0.38039216 0.40784314 0.44705883]
  ...
  [0.32941177 0.3882353  0.41568628]
  [0.30588236 0.3647059  0.39215687]
  [0.28627452 0.34509805 0.37254903]]

 [[0.3529412  0.38039216 0.41960785]
  [0.36078432 0.3882353  0.42745098]
  [0.37254903 0.4        0.4392157 ]
  ...
  [0.32941177 0.3882353  0.41568628]
  [0.3019608  0.36078432 0.3882353 ]
  [0.28627452 0.34509805 0.37254903]]]"
1445,817.jpg,10,bamboo-2,"[[[0.29411766 0.33333334 0.36862746]
  [0.29411766 0.33333334 0.36862746]
  [0.29803923 0.3372549  0.37254903]
  ...
  [0.47843137 0.5372549  0.5647059 ]
  [0.4627451  0.52156866 0.54901963]
  [0.4509804  0.50980395 0.5372549 ]]

 [[0.29411766 0.33333334 0.36862746]
  [0.29803923 0.3372549  0.37254903]
  [0.29803923 0.3372549  0.37254903]
  ...
  [0.49803922 0.5568628  0.58431375]
  [0.47843137 0.5372549  0.5647059 ]
  [0.46666667 0.5254902  0.5529412 ]]

 [[0.29411766 0.33333334 0.36862746]
  [0.29803923 0.3372549  0.37254903]
  [0.29803923 0.3372549  0.37254903]
  ...
  [0.5254902  0.58431375 0.6117647 ]
  [0.5058824  0.5647059  0.5921569 ]
  [0.49411765 0.5529412  0.5803922 ]]

 ...

 [[0.32941177 0.36862746 0.40392157]
  [0.33333334 0.37254903 0.40784314]
  [0.34117648 0.38039216 0.41568628]
  ...
  [0.32941177 0.38039216 0.4117647 ]
  [0.30588236 0.35686275 0.3882353 ]
  [0.2901961  0.34117648 0.37254903]]

 [[0.31764707 0.35686275 0.39215687]
  [0.32156864 0.36078432 0.39607844]
  [0.32941177 0.36862746 0.40392157]
  ...
  [0.31764707 0.36862746 0.4       ]
  [0.29411766 0.34509805 0.3764706 ]
  [0.2784314  0.32941177 0.36078432]]

 [[0.30980393 0.34901962 0.38431373]
  [0.3137255  0.3529412  0.3882353 ]
  [0.32156864 0.36078432 0.39607844]
  ...
  [0.30588236 0.35686275 0.3882353 ]
  [0.28235295 0.33333334 0.3647059 ]
  [0.27058825 0.32156864 0.3529412 ]]]"
1446,818.jpg,11,bamboo-3,"[[[0.19215687 0.23921569 0.28627452]
  [0.20784314 0.25490198 0.3019608 ]
  [0.22352941 0.27058825 0.31764707]
  ...
  [0.35686275 0.41568628 0.44313726]
  [0.32941177 0.3882353  0.41568628]
  [0.3137255  0.37254903 0.4       ]]

 [[0.19215687 0.23921569 0.28627452]
  [0.20784314 0.25490198 0.3019608 ]
  [0.22352941 0.27058825 0.31764707]
  ...
  [0.37254903 0.43137255 0.45882353]
  [0.34509805 0.40392157 0.43137255]
  [0.32941177 0.3882353  0.41568628]]

 [[0.1882353  0.23529412 0.28235295]
  [0.20392157 0.2509804  0.29803923]
  [0.21960784 0.26666668 0.3137255 ]
  ...
  [0.4        0.45882353 0.4862745 ]
  [0.37254903 0.43137255 0.45882353]
  [0.3529412  0.4117647  0.4392157 ]]

 ...

 [[0.34901962 0.36862746 0.38431373]
  [0.35686275 0.3764706  0.39215687]
  [0.36862746 0.3882353  0.40392157]
  ...
  [0.20784314 0.25490198 0.25490198]
  [0.19215687 0.23921569 0.23921569]
  [0.18039216 0.22745098 0.22745098]]

 [[0.34117648 0.36078432 0.3764706 ]
  [0.34509805 0.3647059  0.38039216]
  [0.35686275 0.3764706  0.39215687]
  ...
  [0.1882353  0.23529412 0.23529412]
  [0.17254902 0.21960784 0.21960784]
  [0.16078432 0.20784314 0.20784314]]

 [[0.33333334 0.3529412  0.36862746]
  [0.34117648 0.36078432 0.3764706 ]
  [0.34901962 0.36862746 0.38431373]
  ...
  [0.18039216 0.22745098 0.22745098]
  [0.16862746 0.21568628 0.21568628]
  [0.15686275 0.20392157 0.20392157]]]"
1447,819.jpg,12,bamboo-4,"[[[0.23921569 0.2627451  0.31764707]
  [0.2509804  0.27450982 0.32941177]
  [0.26666668 0.2901961  0.3372549 ]
  ...
  [0.2        0.24313726 0.26666668]
  [0.17254902 0.21568628 0.23921569]
  [0.16470589 0.20784314 0.23137255]]

 [[0.24313726 0.26666668 0.32156864]
  [0.25490198 0.2784314  0.33333334]
  [0.26666668 0.2901961  0.3372549 ]
  ...
  [0.22352941 0.26666668 0.2901961 ]
  [0.19607843 0.23921569 0.2627451 ]
  [0.18431373 0.22745098 0.2509804 ]]

 [[0.24313726 0.26666668 0.32156864]
  [0.25490198 0.2784314  0.33333334]
  [0.26666668 0.2901961  0.3372549 ]
  ...
  [0.24313726 0.28627452 0.30980393]
  [0.21176471 0.25490198 0.2784314 ]
  [0.2        0.24313726 0.26666668]]

 ...

 [[0.40784314 0.4509804  0.43529412]
  [0.41568628 0.45882353 0.44313726]
  [0.42352942 0.4627451  0.45882353]
  ...
  [0.18431373 0.20392157 0.28235295]
  [0.1764706  0.19607843 0.27450982]
  [0.16862746 0.1882353  0.26666668]]

 [[0.39215687 0.43529412 0.41960785]
  [0.4        0.44313726 0.42745098]
  [0.40784314 0.4509804  0.43529412]
  ...
  [0.16470589 0.18431373 0.2627451 ]
  [0.15686275 0.1764706  0.25490198]
  [0.14901961 0.16862746 0.24705882]]

 [[0.38431373 0.42745098 0.4117647 ]
  [0.39215687 0.43529412 0.41960785]
  [0.4        0.44313726 0.42745098]
  ...
  [0.15294118 0.17254902 0.2509804 ]
  [0.14509805 0.16470589 0.24313726]
  [0.13725491 0.15686275 0.23529412]]]"
1448,820.jpg,13,bamboo-5,"[[[0.2509804  0.2784314  0.3019608 ]
  [0.26666668 0.29411766 0.31764707]
  [0.28235295 0.30980393 0.33333334]
  ...
  [0.15294118 0.17254902 0.2509804 ]
  [0.14117648 0.16078432 0.23921569]
  [0.13333334 0.15294118 0.23921569]]

 [[0.23921569 0.27450982 0.29411766]
  [0.25490198 0.28235295 0.30588236]
  [0.27058825 0.29803923 0.32156864]
  ...
  [0.18039216 0.2        0.2784314 ]
  [0.16862746 0.1882353  0.26666668]
  [0.16078432 0.18039216 0.25882354]]

 [[0.22352941 0.25882354 0.2784314 ]
  [0.23921569 0.27450982 0.29411766]
  [0.25490198 0.28235295 0.30588236]
  ...
  [0.2        0.21960784 0.29803923]
  [0.1882353  0.20784314 0.28627452]
  [0.18039216 0.2        0.2784314 ]]

 ...

 [[0.39607844 0.41568628 0.4392157 ]
  [0.40392157 0.42352942 0.44705883]
  [0.4117647  0.43137255 0.45490196]
  ...
  [0.17254902 0.22745098 0.2627451 ]
  [0.15294118 0.21960784 0.2509804 ]
  [0.15294118 0.21960784 0.2509804 ]]

 [[0.38039216 0.4        0.42352942]
  [0.38431373 0.40392157 0.42745098]
  [0.39215687 0.4117647  0.43529412]
  ...
  [0.14509805 0.21176471 0.24313726]
  [0.13333334 0.2        0.23137255]
  [0.13725491 0.20392157 0.23529412]]

 [[0.36862746 0.3882353  0.4117647 ]
  [0.37254903 0.39215687 0.41568628]
  [0.38039216 0.4        0.42352942]
  ...
  [0.14117648 0.20784314 0.23921569]
  [0.12941177 0.19607843 0.22745098]
  [0.12941177 0.19607843 0.22745098]]]"
1449,821.jpg,14,bamboo-6,"[[[0.22352941 0.23921569 0.28627452]
  [0.23529412 0.2509804  0.29803923]
  [0.24705882 0.2627451  0.30980393]
  ...
  [0.07058824 0.16078432 0.18431373]
  [0.08235294 0.17254902 0.19607843]
  [0.08235294 0.18039216 0.2       ]]

 [[0.23529412 0.2509804  0.29803923]
  [0.24705882 0.2627451  0.30980393]
  [0.25882354 0.27450982 0.32156864]
  ...
  [0.06666667 0.15686275 0.18039216]
  [0.07450981 0.16470589 0.1882353 ]
  [0.07058824 0.16862746 0.1882353 ]]

 [[0.24705882 0.2627451  0.30980393]
  [0.25882354 0.27450982 0.32156864]
  [0.27058825 0.28627452 0.33333334]
  ...
  [0.07058824 0.16078432 0.18431373]
  [0.07058824 0.16078432 0.18431373]
  [0.07058824 0.16078432 0.18431373]]

 ...

 [[0.5058824  0.5137255  0.5647059 ]
  [0.50980395 0.5176471  0.5686275 ]
  [0.5176471  0.5254902  0.5764706 ]
  ...
  [0.33333334 0.34901962 0.39215687]
  [0.34901962 0.3647059  0.40784314]
  [0.35686275 0.37254903 0.41568628]]

 [[0.47843137 0.4862745  0.5372549 ]
  [0.4862745  0.49411765 0.54509807]
  [0.49411765 0.5019608  0.5529412 ]
  ...
  [0.32156864 0.3372549  0.38039216]
  [0.34117648 0.35686275 0.4       ]
  [0.34901962 0.3647059  0.40784314]]

 [[0.45882353 0.46666667 0.5176471 ]
  [0.46666667 0.4745098  0.5254902 ]
  [0.4745098  0.48235294 0.53333336]
  ...
  [0.31764707 0.33333334 0.3764706 ]
  [0.33333334 0.34901962 0.39215687]
  [0.34117648 0.35686275 0.4       ]]]"
1450,822.jpg,15,bamboo-7,"[[[0.2901961  0.3137255  0.36078432]
  [0.29411766 0.31764707 0.3647059 ]
  [0.29803923 0.32156864 0.36862746]
  ...
  [0.16078432 0.16862746 0.21960784]
  [0.16862746 0.1764706  0.22745098]
  [0.17254902 0.18039216 0.23137255]]

 [[0.29411766 0.31764707 0.3647059 ]
  [0.29803923 0.32156864 0.36862746]
  [0.3019608  0.3254902  0.37254903]
  ...
  [0.16078432 0.16862746 0.21960784]
  [0.16862746 0.1764706  0.22745098]
  [0.17254902 0.18039216 0.23137255]]

 [[0.30588236 0.32941177 0.3764706 ]
  [0.30980393 0.33333334 0.38039216]
  [0.3137255  0.3372549  0.38431373]
  ...
  [0.16470589 0.17254902 0.22352941]
  [0.16862746 0.1764706  0.22745098]
  [0.17254902 0.18039216 0.23137255]]

 ...

 [[0.5568628  0.5882353  0.6       ]
  [0.5568628  0.5882353  0.6       ]
  [0.56078434 0.5921569  0.6039216 ]
  ...
  [0.4392157  0.47058824 0.48235294]
  [0.4627451  0.49411765 0.5058824 ]
  [0.47843137 0.50980395 0.52156866]]

 [[0.53333336 0.5647059  0.5764706 ]
  [0.53333336 0.5647059  0.5764706 ]
  [0.5372549  0.5647059  0.5882353 ]
  ...
  [0.42745098 0.45882353 0.47058824]
  [0.4509804  0.48235294 0.49411765]
  [0.4627451  0.49411765 0.5058824 ]]

 [[0.5176471  0.54901963 0.56078434]
  [0.5176471  0.54901963 0.56078434]
  [0.52156866 0.54901963 0.57254905]
  ...
  [0.41960785 0.4509804  0.4627451 ]
  [0.4392157  0.47058824 0.48235294]
  [0.45490196 0.4862745  0.49803922]]]"
1451,823.jpg,16,bamboo-8,"[[[0.3019608  0.31764707 0.36078432]
  [0.30588236 0.32156864 0.3647059 ]
  [0.3137255  0.32941177 0.37254903]
  ...
  [0.2627451  0.2901961  0.32941177]
  [0.27450982 0.3019608  0.34117648]
  [0.28235295 0.30980393 0.34901962]]

 [[0.29803923 0.3137255  0.35686275]
  [0.30588236 0.32156864 0.3647059 ]
  [0.3137255  0.32941177 0.37254903]
  ...
  [0.25490198 0.28235295 0.32156864]
  [0.2627451  0.2901961  0.32941177]
  [0.26666668 0.29411766 0.33333334]]

 [[0.29411766 0.30980393 0.3529412 ]
  [0.29803923 0.3137255  0.35686275]
  [0.3019608  0.31764707 0.36078432]
  ...
  [0.25490198 0.28235295 0.32156864]
  [0.25490198 0.28235295 0.32156864]
  [0.25882354 0.28627452 0.3254902 ]]

 ...

 [[0.44313726 0.47843137 0.5058824 ]
  [0.4509804  0.4862745  0.5137255 ]
  [0.47058824 0.5058824  0.53333336]
  ...
  [0.18039216 0.19607843 0.23137255]
  [0.16470589 0.18039216 0.21568628]
  [0.14509805 0.16078432 0.19607843]]

 [[0.42745098 0.4627451  0.49019608]
  [0.4392157  0.4745098  0.5019608 ]
  [0.45490196 0.49019608 0.5176471 ]
  ...
  [0.15686275 0.17254902 0.20784314]
  [0.14117648 0.15686275 0.19215687]
  [0.1254902  0.14117648 0.1764706 ]]

 [[0.41960785 0.45490196 0.48235294]
  [0.42745098 0.4627451  0.49019608]
  [0.44705883 0.48235294 0.50980395]
  ...
  [0.14117648 0.15686275 0.19215687]
  [0.1254902  0.14117648 0.1764706 ]
  [0.10980392 0.1254902  0.16078432]]]"
1452,824.jpg,17,bamboo-9,"[[[0.26666668 0.29411766 0.33333334]
  [0.27450982 0.3019608  0.34117648]
  [0.28235295 0.30980393 0.34901962]
  ...
  [0.13725491 0.14901961 0.18431373]
  [0.13725491 0.14901961 0.18431373]
  [0.13333334 0.14509805 0.18039216]]

 [[0.2627451  0.2901961  0.32941177]
  [0.27058825 0.29803923 0.3372549 ]
  [0.2784314  0.30588236 0.34509805]
  ...
  [0.13725491 0.14901961 0.18431373]
  [0.13725491 0.14901961 0.18431373]
  [0.13333334 0.14509805 0.18039216]]

 [[0.2509804  0.2784314  0.31764707]
  [0.25882354 0.28627452 0.3254902 ]
  [0.26666668 0.29411766 0.33333334]
  ...
  [0.14901961 0.16078432 0.19607843]
  [0.14509805 0.15686275 0.19215687]
  [0.14117648 0.15294118 0.1882353 ]]

 ...

 [[0.63529414 0.6509804  0.6862745 ]
  [0.6313726  0.64705884 0.68235296]
  [0.62352943 0.6431373  0.6666667 ]
  ...
  [0.7411765  0.7490196  0.74509805]
  [0.7411765  0.7490196  0.74509805]
  [0.7411765  0.7490196  0.74509805]]

 [[0.6392157  0.654902   0.6901961 ]
  [0.63529414 0.654902   0.6784314 ]
  [0.627451   0.64705884 0.67058825]
  ...
  [0.7529412  0.7607843  0.75686276]
  [0.7529412  0.7607843  0.75686276]
  [0.7529412  0.7607843  0.75686276]]

 [[0.6431373  0.6627451  0.6862745 ]
  [0.6392157  0.65882355 0.68235296]
  [0.6313726  0.6509804  0.6745098 ]
  ...
  [0.7607843  0.76862746 0.7647059 ]
  [0.7607843  0.76862746 0.7647059 ]
  [0.7607843  0.76862746 0.7647059 ]]]"
1453,825.jpg,9,bamboo-1,"[[[0.91764706 0.91764706 0.91764706]
  [0.91764706 0.91764706 0.91764706]
  [0.9137255  0.9137255  0.9137255 ]
  ...
  [0.9098039  0.9137255  0.88235295]
  [0.90588236 0.9098039  0.8784314 ]
  [0.90588236 0.9098039  0.8784314 ]]

 [[0.91764706 0.91764706 0.91764706]
  [0.91764706 0.91764706 0.91764706]
  [0.9137255  0.9137255  0.9137255 ]
  ...
  [0.90588236 0.9098039  0.8784314 ]
  [0.90588236 0.9098039  0.8784314 ]
  [0.90588236 0.9098039  0.8784314 ]]

 [[0.91764706 0.91764706 0.91764706]
  [0.9137255  0.9137255  0.9137255 ]
  [0.9098039  0.9098039  0.9098039 ]
  ...
  [0.90588236 0.9098039  0.8784314 ]
  [0.90588236 0.9098039  0.8784314 ]
  [0.90588236 0.9098039  0.8784314 ]]

 ...

 [[0.42352942 0.4627451  0.49803922]
  [0.42745098 0.46666667 0.5019608 ]
  [0.43137255 0.47058824 0.5058824 ]
  ...
  [0.40784314 0.4627451  0.49803922]
  [0.39215687 0.44705883 0.48235294]
  [0.3764706  0.43137255 0.46666667]]

 [[0.4117647  0.44705883 0.48235294]
  [0.41568628 0.4509804  0.4862745 ]
  [0.41960785 0.45490196 0.49019608]
  ...
  [0.41960785 0.4745098  0.50980395]
  [0.40392157 0.45882353 0.49411765]
  [0.3882353  0.44313726 0.47843137]]

 [[0.40392157 0.4392157  0.4745098 ]
  [0.40784314 0.44313726 0.47843137]
  [0.4117647  0.44705883 0.48235294]
  ...
  [0.42745098 0.48235294 0.5176471 ]
  [0.40784314 0.4627451  0.49803922]
  [0.39607844 0.4509804  0.4862745 ]]]"
1454,826.jpg,10,bamboo-2,"[[[0.29411766 0.33333334 0.37254903]
  [0.30588236 0.34509805 0.38431373]
  [0.32156864 0.36078432 0.4       ]
  ...
  [0.60784316 0.64705884 0.6862745 ]
  [0.5921569  0.6313726  0.67058825]
  [0.58431375 0.62352943 0.6627451 ]]

 [[0.29803923 0.3372549  0.3764706 ]
  [0.30980393 0.34901962 0.3882353 ]
  [0.32156864 0.36078432 0.4       ]
  ...
  [0.61960787 0.65882355 0.69803923]
  [0.6039216  0.6431373  0.68235296]
  [0.59607846 0.63529414 0.6745098 ]]

 [[0.29803923 0.3372549  0.3764706 ]
  [0.30980393 0.34901962 0.3882353 ]
  [0.32156864 0.36078432 0.4       ]
  ...
  [0.63529414 0.6745098  0.7137255 ]
  [0.61960787 0.65882355 0.69803923]
  [0.6117647  0.6509804  0.6901961 ]]

 ...

 [[0.32941177 0.36862746 0.40392157]
  [0.3372549  0.3764706  0.4117647 ]
  [0.34901962 0.3882353  0.42352942]
  ...
  [0.23137255 0.28235295 0.3137255 ]
  [0.21176471 0.2627451  0.29411766]
  [0.19607843 0.24705882 0.2784314 ]]

 [[0.32156864 0.36078432 0.39607844]
  [0.32941177 0.36862746 0.40392157]
  [0.34117648 0.38039216 0.41568628]
  ...
  [0.22745098 0.2784314  0.30980393]
  [0.20392157 0.25490198 0.28627452]
  [0.19215687 0.24313726 0.27450982]]

 [[0.31764707 0.35686275 0.39215687]
  [0.3254902  0.3647059  0.4       ]
  [0.33333334 0.37254903 0.40784314]
  ...
  [0.22352941 0.27450982 0.30588236]
  [0.2        0.2509804  0.28235295]
  [0.1882353  0.23921569 0.27058825]]]"
